speaker,iso_lang,text,sex,duration,syllables,age
HUN_M1(Ar),HUN,P9,M,20.83,117,42.0
HUN_M1(Ar),HUN,Q0,M,20.16,103,42.0
HUN_M1(Ar),HUN,Q1,M,18.26,98,42.0
HUN_M2(Ma),HUN,O1,M,13.21,89,27.0
HUN_M2(Ma),HUN,O2,M,17.31,112,27.0
HUN_M2(Ma),HUN,O3,M,17.75,100,27.0
HUN_M2(Ma),HUN,O4,M,19.43,124,27.0
HUN_M2(Ma),HUN,O6,M,12.27,72,27.0
HUN_M2(Ma),HUN,O8,M,15.95,99,27.0
HUN_M2(Ma),HUN,O9,M,12.61,82,27.0
HUN_M2(Ma),HUN,P0,M,19.38,122,27.0
HUN_M2(Ma),HUN,P1,M,17.98,112,27.0
HUN_M2(Ma),HUN,P2,M,15.94,105,27.0
HUN_M2(Ma),HUN,P3,M,17.92,113,27.0
HUN_M2(Ma),HUN,P8,M,15.43,101,27.0
HUN_M2(Ma),HUN,P9,M,17.26,117,27.0
HUN_M2(Ma),HUN,Q0,M,16.2,103,27.0
HUN_M2(Ma),HUN,Q1,M,14.88,98,27.0
HUN_M3(Er),HUN,O1,M,13.9,89,27.0
HUN_M3(Er),HUN,O2,M,16.83,112,27.0
HUN_M3(Er),HUN,O3,M,15.99,100,27.0
HUN_M3(Er),HUN,O4,M,18.69,124,27.0
HUN_M3(Er),HUN,O6,M,10.97,72,27.0
HUN_M3(Er),HUN,O8,M,15.54,99,27.0
HUN_M3(Er),HUN,O9,M,11.15,82,27.0
HUN_M3(Er),HUN,P0,M,18.35,122,27.0
HUN_M3(Er),HUN,P1,M,17.3,112,27.0
HUN_M3(Er),HUN,P2,M,15.43,105,27.0
HUN_M3(Er),HUN,P3,M,17.25,113,27.0
HUN_M3(Er),HUN,P8,M,14.86,101,27.0
HUN_M3(Er),HUN,P9,M,17.59,117,27.0
HUN_M3(Er),HUN,Q0,M,15.8,103,27.0
HUN_M3(Er),HUN,Q1,M,14.73,98,27.0
HUN_M4(Ga),HUN,O1,M,14.82,89,69.0
HUN_M4(Ga),HUN,O2,M,18.58,112,69.0
HUN_M4(Ga),HUN,O3,M,17.55,100,69.0
HUN_M4(Ga),HUN,O4,M,20.12,124,69.0
HUN_M4(Ga),HUN,O6,M,12.29,72,69.0
HUN_M4(Ga),HUN,O8,M,17.12,99,69.0
HUN_M4(Ga),HUN,O9,M,12.74,82,69.0
HUN_M4(Ga),HUN,P0,M,20.04,122,69.0
HUN_M4(Ga),HUN,P1,M,19.06,112,69.0
HUN_M4(Ga),HUN,P2,M,15.86,105,69.0
HUN_M4(Ga),HUN,P3,M,18.45,113,69.0
HUN_M4(Ga),HUN,P8,M,16.32,101,69.0
HUN_M4(Ga),HUN,P9,M,17.91,117,69.0
HUN_M4(Ga),HUN,Q0,M,16.74,103,69.0
HUN_M4(Ga),HUN,Q1,M,15.41,98,69.0
HUN_M5(Mi),HUN,O1,M,14.83,89,17.0
HUN_M5(Mi),HUN,O2,M,18.65,112,17.0
HUN_M5(Mi),HUN,O3,M,18.56,100,17.0
HUN_M5(Mi),HUN,O4,M,20.44,124,17.0
HUN_M5(Mi),HUN,O6,M,11.92,72,17.0
HUN_M5(Mi),HUN,O8,M,16.45,99,17.0
HUN_M5(Mi),HUN,O9,M,12.87,82,17.0
HUN_M5(Mi),HUN,P0,M,20.46,122,17.0
HUN_M5(Mi),HUN,P1,M,19.06,112,17.0
HUN_M5(Mi),HUN,P2,M,17.24,105,17.0
HUN_M5(Mi),HUN,P3,M,18.11,113,17.0
HUN_M5(Mi),HUN,P8,M,16.58,101,17.0
HUN_M5(Mi),HUN,P9,M,19.54,117,17.0
HUN_M5(Mi),HUN,Q0,M,17.16,103,17.0
HUN_M5(Mi),HUN,Q1,M,16.99,98,17.0
ITA_a0,ITA,O4,F,12.36,83,
ITA_a0,ITA,O6,F,12.57,86,
ITA_a0,ITA,O8,F,16.41,109,
ITA_a0,ITA,O9,F,9.89,68,
ITA_a0,ITA,P0,F,19.67,123,
ITA_a0,ITA,P8,F,16.89,110,
ITA_a0,ITA,P9,F,15.4,100,
ITA_a0,ITA,Q1,F,15.61,106,
ITA_ag,ITA,O1,M,10.0,89,
ITA_ag,ITA,O2,M,12.66,113,
ITA_ag,ITA,O3,M,11.64,100,
ITA_ag,ITA,P1,M,12.23,109,
ITA_ag,ITA,P2,M,12.93,117,
ITA_ag,ITA,P3,M,12.91,111,
ITA_au,ITA,O1,M,12.52,89,
ITA_au,ITA,O2,M,16.09,113,
ITA_au,ITA,O3,M,15.91,100,
ITA_b4,ITA,O4,M,14.62,83,
ITA_b4,ITA,O6,M,15.4,86,
ITA_b4,ITA,P8,M,20.15,110,
ITA_b4,ITA,P9,M,17.89,100,
ITA_b4,ITA,Q0,M,19.2,110,
ITA_b4,ITA,Q1,M,19.34,106,
ITA_b6,ITA,O8,F,12.64,109,
ITA_b6,ITA,O9,F,8.77,68,
ITA_b6,ITA,P0,F,16.46,123,
ITA_b6,ITA,P1,F,14.51,109,
ITA_b6,ITA,P2,F,15.66,117,
ITA_b6,ITA,P3,F,15.47,111,
ITA_b7,ITA,O4,M,11.53,83,
ITA_b7,ITA,O6,M,12.58,86,
ITA_b7,ITA,P8,M,15.37,110,
ITA_b7,ITA,P9,M,12.85,100,
ITA_b7,ITA,Q0,M,15.0,110,
ITA_b7,ITA,Q1,M,14.54,106,
ITA_ba,ITA,O1,F,16.42,89,
ITA_ba,ITA,O2,F,19.03,113,
ITA_ba,ITA,O3,F,19.26,100,
ITA_ba,ITA,Q0,F,19.19,110,
ITA_bf,ITA,O1,F,14.15,89,
ITA_bf,ITA,O2,F,15.77,113,
ITA_bf,ITA,O3,F,14.64,100,
ITA_bk,ITA,O4,M,10.99,83,
ITA_bk,ITA,O8,M,12.37,109,
ITA_bk,ITA,O9,M,8.79,68,
ITA_bk,ITA,P0,M,16.41,123,
ITA_bk,ITA,P1,M,13.92,109,
ITA_bk,ITA,P2,M,13.53,117,
ITA_bk,ITA,P3,M,13.37,111,
ITA_bk,ITA,P9,M,12.48,100,
ITA_bl,ITA,O6,F,11.49,86,
ITA_bl,ITA,P8,F,15.04,110,
ITA_bl,ITA,Q0,F,14.14,110,
ITA_bl,ITA,Q1,F,13.97,106,
JPN_F1(Ma),JPN,O1,F,15.86,119,20.0
JPN_F1(Ma),JPN,O2,F,22.34,162,20.0
JPN_F1(Ma),JPN,O3,F,21.28,153,20.0
JPN_F1(Ma),JPN,O4,F,21.1,154,20.0
JPN_F1(Ma),JPN,O6,F,17.61,129,20.0
JPN_F1(Ma),JPN,O8,F,21.06,159,20.0
JPN_F1(Ma),JPN,O9,F,10.69,83,20.0
JPN_F1(Ma),JPN,P0,F,20.93,156,20.0
JPN_F1(Ma),JPN,P1,F,17.43,131,20.0
JPN_F1(Ma),JPN,P2,F,19.67,142,20.0
JPN_F1(Ma),JPN,P3,F,19.45,152,20.0
JPN_F1(Ma),JPN,P8,F,15.64,117,20.0
JPN_F1(Ma),JPN,P9,F,18.46,139,20.0
JPN_F1(Ma),JPN,Q0,F,19.21,150,20.0
JPN_F1(Ma),JPN,Q1,F,16.17,126,20.0
JPN_F2(Hi),JPN,O1,F,14.8,119,20.0
JPN_F2(Hi),JPN,O2,F,20.64,162,20.0
JPN_F2(Hi),JPN,O3,F,19.42,153,20.0
JPN_F2(Hi),JPN,O4,F,20.0,154,20.0
JPN_F2(Hi),JPN,O6,F,16.44,129,20.0
JPN_F2(Hi),JPN,O8,F,19.88,159,20.0
JPN_F2(Hi),JPN,O9,F,10.68,83,20.0
JPN_F2(Hi),JPN,P0,F,19.77,156,20.0
JPN_F2(Hi),JPN,P1,F,16.43,131,20.0
JPN_F2(Hi),JPN,P2,F,18.56,142,20.0
JPN_F2(Hi),JPN,P3,F,18.34,152,20.0
JPN_F2(Hi),JPN,P8,F,15.29,117,20.0
JPN_F2(Hi),JPN,P9,F,17.42,139,20.0
JPN_F2(Hi),JPN,Q0,F,18.54,150,20.0
JPN_F2(Hi),JPN,Q1,F,15.64,126,20.0
JPN_F3(Ju),JPN,O1,F,14.81,119,53.0
JPN_F3(Ju),JPN,O2,F,19.91,162,53.0
JPN_F3(Ju),JPN,O3,F,20.43,153,53.0
JPN_F3(Ju),JPN,O4,F,20.33,154,53.0
JPN_F3(Ju),JPN,O6,F,16.41,129,53.0
JPN_F3(Ju),JPN,O8,F,19.45,159,53.0
JPN_F3(Ju),JPN,O9,F,10.22,83,53.0
JPN_F3(Ju),JPN,P0,F,20.67,156,53.0
JPN_F3(Ju),JPN,P1,F,16.43,131,53.0
JPN_F3(Ju),JPN,P2,F,18.06,142,53.0
JPN_F3(Ju),JPN,P3,F,19.13,152,53.0
JPN_F3(Ju),JPN,P8,F,14.92,117,53.0
JPN_F3(Ju),JPN,P9,F,17.9,139,53.0
JPN_F3(Ju),JPN,Q0,F,17.92,150,53.0
JPN_F3(Ju),JPN,Q1,F,16.23,126,53.0
JPN_F4(Ay),JPN,O1,F,15.99,119,29.0
JPN_F4(Ay),JPN,O2,F,22.34,162,29.0
JPN_F4(Ay),JPN,O3,F,21.89,153,29.0
JPN_F4(Ay),JPN,O4,F,21.61,154,29.0
JPN_F4(Ay),JPN,O6,F,18.68,129,29.0
JPN_F4(Ay),JPN,O8,F,20.49,159,29.0
JPN_F4(Ay),JPN,O9,F,11.59,83,29.0
JPN_F4(Ay),JPN,P0,F,22.39,156,29.0
JPN_F4(Ay),JPN,P1,F,17.82,131,29.0
JPN_F4(Ay),JPN,P2,F,20.78,142,29.0
JPN_F4(Ay),JPN,P3,F,20.01,152,29.0
JPN_F4(Ay),JPN,P8,F,16.38,117,29.0
JPN_F4(Ay),JPN,P9,F,19.0,139,29.0
JPN_F4(Ay),JPN,Q0,F,19.91,150,29.0
JPN_F4(Ay),JPN,Q1,F,17.1,126,29.0
JPN_F5(Mi),JPN,O1,F,15.43,119,22.0
JPN_F5(Mi),JPN,O2,F,20.43,162,22.0
JPN_F5(Mi),JPN,O3,F,19.71,153,22.0
JPN_F5(Mi),JPN,O4,F,19.96,154,22.0
JPN_F5(Mi),JPN,O6,F,16.61,129,22.0
JPN_F5(Mi),JPN,O8,F,20.04,159,22.0
JPN_F5(Mi),JPN,O9,F,10.3,83,22.0
JPN_F5(Mi),JPN,P0,F,20.67,156,22.0
JPN_F5(Mi),JPN,P1,F,16.75,131,22.0
JPN_F5(Mi),JPN,P2,F,18.64,142,22.0
JPN_F5(Mi),JPN,P3,F,20.12,152,22.0
JPN_F5(Mi),JPN,P8,F,14.94,117,22.0
JPN_F5(Mi),JPN,P9,F,17.97,139,22.0
JPN_F5(Mi),JPN,Q0,F,18.21,150,22.0
JPN_F5(Mi),JPN,Q1,F,15.95,126,22.0
JPN_M1(Ni),JPN,O1,M,13.03,119,51.0
JPN_M1(Ni),JPN,O2,M,19.36,162,51.0
JPN_M1(Ni),JPN,O3,M,17.58,153,51.0
JPN_M1(Ni),JPN,O4,M,17.41,154,51.0
JPN_M1(Ni),JPN,O6,M,15.54,129,51.0
JPN_M1(Ni),JPN,O8,M,17.35,159,51.0
JPN_M1(Ni),JPN,O9,M,8.97,83,51.0
JPN_M1(Ni),JPN,P0,M,18.14,156,51.0
JPN_M1(Ni),JPN,P1,M,14.33,131,51.0
JPN_M1(Ni),JPN,P2,M,16.47,142,51.0
JPN_M1(Ni),JPN,P3,M,16.45,152,51.0
JPN_M1(Ni),JPN,P8,M,12.91,117,51.0
JPN_M1(Ni),JPN,P9,M,15.65,139,51.0
JPN_M1(Ni),JPN,Q0,M,16.42,150,51.0
JPN_M1(Ni),JPN,Q1,M,14.63,126,51.0
JPN_M2(Shi),JPN,O1,M,15.16,119,40.0
JPN_M2(Shi),JPN,O2,M,18.46,162,40.0
JPN_M2(Shi),JPN,O3,M,18.91,153,40.0
JPN_M2(Shi),JPN,O4,M,18.77,154,40.0
JPN_M2(Shi),JPN,O6,M,16.34,129,40.0
JPN_M2(Shi),JPN,O8,M,18.85,159,40.0
JPN_M2(Shi),JPN,O9,M,9.61,83,40.0
JPN_M2(Shi),JPN,P0,M,20.26,156,40.0
JPN_M2(Shi),JPN,P1,M,15.62,131,40.0
JPN_M2(Shi),JPN,P2,M,16.96,142,40.0
JPN_M2(Shi),JPN,P3,M,17.49,152,40.0
JPN_M2(Shi),JPN,P8,M,13.41,117,40.0
JPN_M2(Shi),JPN,P9,M,16.75,139,40.0
JPN_M2(Shi),JPN,Q0,M,18.01,150,40.0
JPN_M2(Shi),JPN,Q1,M,14.46,126,40.0
JPN_M3(Ke),JPN,O1,M,13.83,119,22.0
JPN_M3(Ke),JPN,O2,M,20.88,162,22.0
JPN_M3(Ke),JPN,O3,M,20.34,153,22.0
JPN_M3(Ke),JPN,O4,M,18.82,154,22.0
JPN_M3(Ke),JPN,O6,M,15.48,129,22.0
JPN_M3(Ke),JPN,O8,M,18.86,159,22.0
JPN_M3(Ke),JPN,O9,M,9.72,83,22.0
JPN_M3(Ke),JPN,P0,M,19.06,156,22.0
JPN_M3(Ke),JPN,P1,M,16.22,131,22.0
JPN_M3(Ke),JPN,P2,M,18.16,142,22.0
JPN_M3(Ke),JPN,P3,M,17.6,152,22.0
JPN_M3(Ke),JPN,P8,M,14.19,117,22.0
JPN_M3(Ke),JPN,P9,M,16.11,139,22.0
JPN_M3(Ke),JPN,Q0,M,16.95,150,22.0
JPN_M3(Ke),JPN,Q1,M,14.2,126,22.0
JPN_M4(Da),JPN,O1,M,14.83,119,21.0
JPN_M4(Da),JPN,O2,M,20.05,162,21.0
JPN_M4(Da),JPN,O3,M,19.32,153,21.0
JPN_M4(Da),JPN,O4,M,19.53,154,21.0
JPN_M4(Da),JPN,O6,M,16.16,129,21.0
JPN_M4(Da),JPN,O8,M,19.09,159,21.0
JPN_M4(Da),JPN,O9,M,9.82,83,21.0
JPN_M4(Da),JPN,P0,M,18.22,156,21.0
JPN_M4(Da),JPN,P1,M,16.76,131,21.0
JPN_M4(Da),JPN,P2,M,18.46,142,21.0
JPN_M4(Da),JPN,P3,M,17.51,152,21.0
JPN_M4(Da),JPN,P8,M,14.45,117,21.0
JPN_M4(Da),JPN,P9,M,16.94,139,21.0
JPN_M4(Da),JPN,Q0,M,17.12,150,21.0
JPN_M4(Da),JPN,Q1,M,15.34,126,21.0
JPN_M5(Yo),JPN,O1,M,13.45,119,28.0
JPN_M5(Yo),JPN,O2,M,20.16,162,28.0
JPN_M5(Yo),JPN,O3,M,19.61,153,28.0
JPN_M5(Yo),JPN,O4,M,18.73,154,28.0
JPN_M5(Yo),JPN,O6,M,16.0,129,28.0
JPN_M5(Yo),JPN,O8,M,18.53,159,28.0
JPN_M5(Yo),JPN,O9,M,10.17,83,28.0
JPN_M5(Yo),JPN,P0,M,19.83,156,28.0
JPN_M5(Yo),JPN,P1,M,15.89,131,28.0
JPN_M5(Yo),JPN,P2,M,17.46,142,28.0
JPN_M5(Yo),JPN,P3,M,17.8,152,28.0
JPN_M5(Yo),JPN,P8,M,14.04,117,28.0
JPN_M5(Yo),JPN,P9,M,16.32,139,28.0
JPN_M5(Yo),JPN,Q0,M,17.09,150,28.0
JPN_M5(Yo),JPN,Q1,M,15.67,126,28.0
KOR_F1(My),KOR,O1,F,11.6,86,28.0
KOR_F1(My),KOR,O2,F,14.91,105,28.0
KOR_F1(My),KOR,O3,F,16.46,116,28.0
KOR_F1(My),KOR,O4,F,18.65,136,28.0
KOR_F1(My),KOR,O6,F,14.19,107,28.0
KOR_F1(My),KOR,O8,F,18.36,132,28.0
KOR_F1(My),KOR,O9,F,12.86,86,28.0
KOR_F1(My),KOR,P0,F,19.56,133,28.0
KOR_F1(My),KOR,P1,F,17.22,124,28.0
KOR_F1(My),KOR,P2,F,17.2,128,28.0
KOR_F1(My),KOR,P3,F,16.73,117,28.0
KOR_F1(My),KOR,P8,F,15.68,115,28.0
KOR_F1(My),KOR,P9,F,17.26,127,28.0
KOR_F1(My),KOR,Q0,F,14.88,112,28.0
KOR_F1(My),KOR,Q1,F,15.24,115,28.0
KOR_F2(Ji),KOR,O1,F,12.12,86,31.0
KOR_F2(Ji),KOR,O2,F,14.65,105,31.0
KOR_F2(Ji),KOR,O3,F,16.71,116,31.0
KOR_F2(Ji),KOR,O4,F,18.96,136,31.0
KOR_F2(Ji),KOR,O6,F,15.34,107,31.0
KOR_F2(Ji),KOR,O8,F,17.8,132,31.0
KOR_F2(Ji),KOR,O9,F,12.58,86,31.0
KOR_F2(Ji),KOR,P0,F,18.66,133,31.0
KOR_F2(Ji),KOR,P1,F,17.25,124,31.0
KOR_F2(Ji),KOR,P2,F,17.51,128,31.0
KOR_F2(Ji),KOR,P3,F,17.06,117,31.0
KOR_F2(Ji),KOR,P8,F,15.97,115,31.0
KOR_F2(Ji),KOR,P9,F,18.39,127,31.0
KOR_F2(Ji),KOR,Q0,F,16.25,112,31.0
KOR_F2(Ji),KOR,Q1,F,15.76,115,31.0
KOR_F3(Eu),KOR,O1,F,11.55,86,33.0
KOR_F3(Eu),KOR,O2,F,13.09,105,33.0
KOR_F3(Eu),KOR,O3,F,16.22,116,33.0
KOR_F3(Eu),KOR,O4,F,18.77,136,33.0
KOR_F3(Eu),KOR,O6,F,14.0,107,33.0
KOR_F3(Eu),KOR,O8,F,16.03,132,33.0
KOR_F3(Eu),KOR,O9,F,11.99,86,33.0
KOR_F3(Eu),KOR,P0,F,18.25,133,33.0
KOR_F3(Eu),KOR,P1,F,16.86,124,33.0
KOR_F3(Eu),KOR,P2,F,17.78,128,33.0
KOR_F3(Eu),KOR,P3,F,19.49,117,33.0
KOR_F3(Eu),KOR,P8,F,14.96,115,33.0
KOR_F3(Eu),KOR,P9,F,17.62,127,33.0
KOR_F3(Eu),KOR,Q0,F,15.73,112,33.0
KOR_F3(Eu),KOR,Q1,F,16.41,115,33.0
KOR_F4(Hy),KOR,O1,F,14.02,86,35.0
KOR_F4(Hy),KOR,O2,F,16.48,105,35.0
KOR_F4(Hy),KOR,O3,F,19.78,116,35.0
KOR_F4(Hy),KOR,O4,F,21.7,136,35.0
KOR_F4(Hy),KOR,O6,F,17.11,107,35.0
KOR_F4(Hy),KOR,O8,F,21.01,132,35.0
KOR_F4(Hy),KOR,O9,F,14.26,86,35.0
KOR_F4(Hy),KOR,P0,F,21.74,133,35.0
KOR_F4(Hy),KOR,P1,F,19.8,124,35.0
KOR_F4(Hy),KOR,P2,F,20.24,128,35.0
KOR_F4(Hy),KOR,P3,F,20.01,117,35.0
KOR_F4(Hy),KOR,P8,F,17.96,115,35.0
KOR_F4(Hy),KOR,P9,F,21.74,127,35.0
KOR_F4(Hy),KOR,Q0,F,19.02,112,35.0
KOR_F4(Hy),KOR,Q1,F,20.18,115,35.0
KOR_F6(Jw),KOR,O1,F,11.57,86,19.0
KOR_F6(Jw),KOR,O2,F,14.58,105,19.0
KOR_F6(Jw),KOR,O3,F,16.12,116,19.0
KOR_F6(Jw),KOR,O4,F,19.14,136,19.0
KOR_F6(Jw),KOR,O6,F,14.27,107,19.0
KOR_F6(Jw),KOR,O8,F,17.13,132,19.0
KOR_F6(Jw),KOR,O9,F,12.49,86,19.0
KOR_F6(Jw),KOR,P0,F,18.03,133,19.0
KOR_F6(Jw),KOR,P1,F,16.76,124,19.0
KOR_F6(Jw),KOR,P2,F,16.51,128,19.0
KOR_F6(Jw),KOR,P3,F,16.37,117,19.0
KOR_F6(Jw),KOR,P8,F,15.14,115,19.0
KOR_F6(Jw),KOR,P9,F,16.98,127,19.0
KOR_F6(Jw),KOR,Q0,F,14.86,112,19.0
KOR_F6(Jw),KOR,Q1,F,15.09,115,19.0
KOR_M1(Sa),KOR,O1,M,11.87,86,36.0
KOR_M1(Sa),KOR,O2,M,14.5,105,36.0
KOR_M1(Sa),KOR,O3,M,16.27,116,36.0
KOR_M1(Sa),KOR,O4,M,18.02,136,36.0
KOR_M1(Sa),KOR,O6,M,14.95,107,36.0
KOR_M1(Sa),KOR,O8,M,18.75,132,36.0
KOR_M1(Sa),KOR,O9,M,12.66,86,36.0
KOR_M1(Sa),KOR,P0,M,18.98,133,36.0
KOR_M1(Sa),KOR,P1,M,16.96,124,36.0
KOR_M1(Sa),KOR,P2,M,17.4,128,36.0
KOR_M1(Sa),KOR,P3,M,17.09,117,36.0
KOR_M1(Sa),KOR,P8,M,15.7,115,36.0
KOR_M1(Sa),KOR,P9,M,17.39,127,36.0
KOR_M1(Sa),KOR,Q0,M,15.0,112,36.0
KOR_M1(Sa),KOR,Q1,M,15.9,115,36.0
KOR_M2(Do),KOR,O1,M,13.26,86,16.0
KOR_M2(Do),KOR,O2,M,17.52,105,16.0
KOR_M2(Do),KOR,O3,M,18.66,116,16.0
KOR_M2(Do),KOR,O4,M,21.61,136,16.0
KOR_M2(Do),KOR,O6,M,17.83,107,16.0
KOR_M2(Do),KOR,O8,M,22.07,132,16.0
KOR_M2(Do),KOR,O9,M,13.99,86,16.0
KOR_M2(Do),KOR,P0,M,22.18,133,16.0
KOR_M2(Do),KOR,P1,M,20.39,124,16.0
KOR_M2(Do),KOR,P2,M,20.6,128,16.0
KOR_M2(Do),KOR,P3,M,20.51,117,16.0
KOR_M2(Do),KOR,P8,M,18.84,115,16.0
KOR_M2(Do),KOR,P9,M,20.28,127,16.0
KOR_M2(Do),KOR,Q0,M,18.15,112,16.0
KOR_M2(Do),KOR,Q1,M,17.88,115,16.0
KOR_M3(Sh),KOR,O1,M,9.06,86,19.0
KOR_M3(Sh),KOR,O2,M,12.07,105,19.0
KOR_M3(Sh),KOR,O3,M,13.72,116,19.0
KOR_M3(Sh),KOR,O4,M,15.77,136,19.0
KOR_M3(Sh),KOR,O6,M,12.2,107,19.0
KOR_M3(Sh),KOR,O8,M,14.89,132,19.0
KOR_M3(Sh),KOR,O9,M,9.61,86,19.0
KOR_M3(Sh),KOR,P0,M,17.08,133,19.0
KOR_M3(Sh),KOR,P1,M,13.63,124,19.0
KOR_M3(Sh),KOR,P2,M,13.88,128,19.0
KOR_M3(Sh),KOR,P3,M,14.0,117,19.0
KOR_M3(Sh),KOR,P8,M,13.47,115,19.0
KOR_M3(Sh),KOR,P9,M,14.92,127,19.0
KOR_M3(Sh),KOR,Q0,M,12.69,112,19.0
KOR_M3(Sh),KOR,Q1,M,12.12,115,19.0
KOR_M4(Ju),KOR,O1,M,11.78,86,50.0
KOR_M4(Ju),KOR,O2,M,13.33,105,50.0
KOR_M4(Ju),KOR,O3,M,14.26,116,50.0
KOR_M4(Ju),KOR,O4,M,19.29,136,50.0
KOR_M4(Ju),KOR,O6,M,14.87,107,50.0
KOR_M4(Ju),KOR,O8,M,18.4,132,50.0
KOR_M4(Ju),KOR,O9,M,11.91,86,50.0
KOR_M4(Ju),KOR,P0,M,19.49,133,50.0
KOR_M4(Ju),KOR,P1,M,17.11,124,50.0
KOR_M4(Ju),KOR,P2,M,16.69,128,50.0
KOR_M4(Ju),KOR,P3,M,17.73,117,50.0
KOR_M4(Ju),KOR,P8,M,15.5,115,50.0
KOR_M4(Ju),KOR,P9,M,17.06,127,50.0
KOR_M4(Ju),KOR,Q0,M,15.19,112,50.0
KOR_M4(Ju),KOR,Q1,M,14.25,115,50.0
KOR_M5(Jh),KOR,O1,M,12.22,86,19.0
KOR_M5(Jh),KOR,O2,M,15.81,105,19.0
KOR_M5(Jh),KOR,O3,M,18.57,116,19.0
KOR_M5(Jh),KOR,O4,M,21.4,136,19.0
KOR_M5(Jh),KOR,O6,M,15.72,107,19.0
KOR_M5(Jh),KOR,O8,M,20.3,132,19.0
KOR_M5(Jh),KOR,O9,M,13.26,86,19.0
KOR_M5(Jh),KOR,P0,M,19.87,133,19.0
KOR_M5(Jh),KOR,P1,M,18.17,124,19.0
KOR_M5(Jh),KOR,P2,M,20.47,128,19.0
KOR_M5(Jh),KOR,P3,M,19.1,117,19.0
KOR_M5(Jh),KOR,P8,M,17.27,115,19.0
KOR_M5(Jh),KOR,P9,M,18.96,127,19.0
KOR_M5(Jh),KOR,Q0,M,17.27,112,19.0
KOR_M5(Jh),KOR,Q1,M,17.55,115,19.0
SPA_F1(Am),SPA,O1,F,11.4,94,28.0
SPA_F1(Am),SPA,O2,F,17.51,135,28.0
SPA_F1(Am),SPA,O3,F,14.89,111,28.0
SPA_F1(Am),SPA,O4,F,19.35,152,28.0
SPA_F1(Am),SPA,O6,F,12.68,103,28.0
SPA_F1(Am),SPA,O8,F,16.85,136,28.0
SPA_F1(Am),SPA,O9,F,9.29,79,28.0
SPA_F1(Am),SPA,P0,F,20.99,153,28.0
SPA_F1(Am),SPA,P1,F,18.17,137,28.0
SPA_F1(Am),SPA,P2,F,14.14,120,28.0
SPA_F1(Am),SPA,P3,F,16.22,119,28.0
SPA_F1(Am),SPA,P8,F,11.54,93,28.0
SPA_F1(Am),SPA,P9,F,15.26,119,28.0
SPA_F1(Am),SPA,Q0,F,14.03,126,28.0
SPA_F1(Am),SPA,Q1,F,10.08,81,28.0
SPA_F1(Su),SPA,O1,F,11.73,94,42.0
SPA_F1(Su),SPA,O2,F,17.5,135,42.0
SPA_F1(Su),SPA,O3,F,14.71,111,42.0
SPA_F1(Su),SPA,O4,F,19.41,152,42.0
SPA_F1(Su),SPA,O6,F,12.92,103,42.0
SPA_F1(Su),SPA,O8,F,17.12,136,42.0
SPA_F1(Su),SPA,O9,F,9.5,79,42.0
SPA_F1(Su),SPA,P0,F,20.97,153,42.0
SPA_F1(Su),SPA,P1,F,17.72,137,42.0
SPA_F1(Su),SPA,P2,F,14.51,120,42.0
SPA_F1(Su),SPA,P3,F,14.86,119,42.0
SPA_F1(Su),SPA,P8,F,12.8,93,42.0
SPA_F1(Su),SPA,P9,F,16.01,119,42.0
SPA_F1(Su),SPA,Q0,F,15.81,126,42.0
SPA_F1(Su),SPA,Q1,F,10.65,81,42.0
SPA_F2(De),SPA,O1,F,11.39,94,50.0
SPA_F2(De),SPA,O2,F,16.52,135,50.0
SPA_F2(De),SPA,O3,F,13.96,111,50.0
SPA_F2(De),SPA,O4,F,18.75,152,50.0
SPA_F2(De),SPA,O6,F,12.18,103,50.0
SPA_F2(De),SPA,O8,F,16.9,136,50.0
SPA_F2(De),SPA,O9,F,9.68,79,50.0
SPA_F2(De),SPA,P0,F,20.91,153,50.0
SPA_F2(De),SPA,P1,F,17.12,137,50.0
SPA_F2(De),SPA,P2,F,14.12,120,50.0
SPA_F2(De),SPA,P3,F,14.58,119,50.0
SPA_F2(De),SPA,P8,F,12.02,93,50.0
SPA_F2(De),SPA,P9,F,15.52,119,50.0
SPA_F2(De),SPA,Q0,F,15.73,126,50.0
SPA_F2(De),SPA,Q1,F,10.54,81,50.0
SPA_F3(En),SPA,O1,F,13.03,94,30.0
SPA_F3(En),SPA,O2,F,18.59,135,30.0
SPA_F3(En),SPA,O3,F,15.74,111,30.0
SPA_F3(En),SPA,O4,F,21.07,152,30.0
SPA_F3(En),SPA,O6,F,12.88,103,30.0
SPA_F3(En),SPA,O8,F,18.01,136,30.0
SPA_F3(En),SPA,O9,F,10.29,79,30.0
SPA_F3(En),SPA,P0,F,21.41,153,30.0
SPA_F3(En),SPA,P1,F,19.44,137,30.0
SPA_F3(En),SPA,P2,F,15.5,120,30.0
SPA_F3(En),SPA,P3,F,16.48,119,30.0
SPA_F3(En),SPA,P8,F,13.06,93,30.0
SPA_F3(En),SPA,P9,F,17.18,119,30.0
SPA_F3(En),SPA,Q0,F,16.44,126,30.0
SPA_F3(En),SPA,Q1,F,11.17,81,30.0
SPA_F3(Mo),SPA,O1,F,13.0,94,21.0
SPA_F3(Mo),SPA,O2,F,18.38,135,21.0
SPA_F3(Mo),SPA,O3,F,15.77,111,21.0
SPA_F3(Mo),SPA,O4,F,20.4,152,21.0
